,Month,Vegetation,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,N2O
39,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.009765850282594487,0.77431906614786,0.06555090655509065,0.02064896755162242,0.5037604440172142,0.16898155571663112,0.33769108630633426,0.0,0.9999999999999999,0.0,0.01608356414968274
40,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.005844130877773079,0.7801556420233463,0.06694560669456066,0.022123893805309734,0.4966473082816159,0.16682484384793508,0.34741176826168013,0.0,0.9999999999999999,0.0,0.016197384988835436
41,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.005844130877773079,0.8326848249027238,0.06834030683403068,0.02359882005899705,0.475124431014533,0.16209506750482927,0.36001645441690133,0.0,0.9999999999999999,0.0,0.015025524325038484
42,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.005844130877773079,0.9299610894941635,0.06973500697350069,0.025073746312684365,0.4645366885835761,0.1519436116399056,0.37579029262343533,0.0,0.9999999999999999,0.0,0.014341492657219745
43,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.8968871595330739,0.0711297071129707,0.02654867256637168,0.44817326819176484,0.14662982516466888,0.38721130624519573,0.0,0.9999999999999999,0.0,0.015443050559844646
44,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,0.9163424124513618,0.07531380753138074,0.030973451327433628,0.4314865675856622,0.12447346612811581,0.41634752523297747,0.0,0.9999999999999999,0.0,0.014847732550585
45,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,0.9610894941634242,0.07670850767085076,0.032448377581120944,0.4252578091106664,0.11616254932276125,0.42913792512955257,0.0,0.9999999999999999,0.0,0.014901243745878763
46,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,0.9941634241245136,0.07810320781032078,0.03392330383480826,0.408328623561402,0.10730551944917477,0.4423010436431485,0.0,0.9999999999999999,0.0,0.012348798460744333
47,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,0.9941634241245136,0.0794979079497908,0.035398230088495575,0.40554102336860265,0.09942912012937213,0.45442174726272194,0.0,0.9999999999999999,0.0,0.012348798460744333
48,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,1.0,0.0808926080892608,0.03687315634218289,0.39173438399838545,0.09183537267950888,0.465909480669309,0.0,0.9999999999999999,0.0,0.010916318047145738
49,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.9883268482490273,0.08228730822873082,0.038348082595870206,0.38683452546986435,0.08669785069629364,0.47477846252145206,0.0,0.9999999999999999,0.0,0.011330437721960426
50,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.8813229571984436,0.08368200836820083,0.03982300884955752,0.3934690164745595,0.09253026518284768,0.4755687792488558,0.0,0.9999999999999999,0.0,0.012348798460744333
51,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.06404199475065617,0.023453419970010384,0.8657587548638133,0.08507670850767085,0.04129793510324484,0.3778477288775287,0.08098639159235563,0.4684970857044477,0.0,0.9999999999999999,0.0,0.011740826013925433
52,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.06404199475065617,0.023453419970010384,0.8521400778210118,0.08647140864714085,0.04277286135693215,0.3728180711756323,0.07789408715357529,0.46990427119387546,0.0,0.9999999999999999,0.0,0.012348798460744333
53,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.023453419970010384,0.8560311284046693,0.08786610878661087,0.04424778761061947,0.3632406165880009,0.07291747360303215,0.46623621310641344,0.0,0.9999999999999999,0.0,0.01164827890041564
54,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.023453419970010384,0.8657587548638133,0.08926080892608089,0.045722713864306784,0.36122859760314435,0.0689512165560226,0.46540873015556955,0.0,0.9999999999999999,0.0,0.011271437762760017
55,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.023453419970010384,0.867704280155642,0.0906555090655509,0.0471976401179941,0.3546563353136315,0.06594404843481627,0.4642710144580634,0.0,0.9999999999999999,0.0,0.011709802446723669
56,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.023453419970010384,0.8929961089494163,0.09205020920502091,0.048672566371681415,0.35754417485729606,0.06997118380426938,0.46092291035256233,0.0,0.9999999999999999,0.0,0.011184475976398637
57,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.07202099737532809,0.04982890537890731,0.8891050583657587,0.09344490934449093,0.05014749262536873,0.4163413529778024,0.06674926858932918,0.4617561614878697,0.0,0.9999999999999999,0.0,0.021601120187483405
58,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.07202099737532809,0.026375485408896924,0.9299610894941635,0.09483960948396095,0.051622418879056046,0.4646254638014554,0.06292916706361565,0.4623220178685444,0.0,0.9999999999999999,0.0,0.018697090883512978
59,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.026375485408896924,0.9824902723735409,0.09623430962343095,0.05309734513274336,0.4337956233038065,0.05682194163077513,0.45790615407013535,0.0,0.9999999999999999,0.0,0.01873896179259331
60,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.026375485408896924,0.9260700389105059,0.09762900976290097,0.05457227138643068,0.4095294872674013,0.05290626096272359,0.45570807335805974,0.0,0.9999999999999999,0.0,0.01862462607493819
61,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.026375485408896924,0.8463035019455254,0.09902370990237098,0.05604719764011799,0.449106749610861,0.05462481884786811,0.45031282130328026,0.0,0.9999999999999999,0.0,0.03125294937983704
62,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.17595800524934385,0.09081471798223693,0.8268482490272373,0.100418410041841,0.05752212389380531,0.5183459741780323,0.054854992441590575,0.4515632220055567,0.0,0.9999999999999999,0.0,0.031301613190321056
63,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.17595800524934385,0.09081471798223693,0.8171206225680934,0.101813110181311,0.058997050147492625,0.46842101665553443,0.052669333872716176,0.44112796847184155,0.0,0.9999999999999999,0.0,0.022116821388410257
64,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.06443923257334001,0.8832684824902723,0.10320781032078102,0.06047197640117994,0.4359738953096908,0.04854190424063746,0.4270057635313496,0.0,0.9999999999999999,0.0,0.024347483256821675
65,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.06443923257334001,0.953307392996109,0.10460251046025104,0.061946902654867256,0.4029734540988405,0.04363762882403054,0.41590665316900327,0.0,0.9999999999999999,0.0,0.02989592546840968
66,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0026246719160104987,0.06540043830981584,0.9124513618677043,0.10599721059972106,0.06342182890855458,0.38009522951235913,0.040537245724439966,0.40466102840608675,0.0,0.9999999999999999,0.0,0.03231311368905776
67,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0026246719160104987,0.06540043830981584,0.8657587548638133,0.10739191073919106,0.06489675516224189,0.35621527378434675,0.03706295050426406,0.3911377630670443,0.0,0.9999999999999999,0.0,0.03258724819769926
68,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.06540043830981584,0.8929961089494163,0.10878661087866108,0.0663716814159292,0.4085439818673981,0.03755927965072917,0.3734582944543308,0.0,0.9999999999999999,0.0,0.034325430963434475
69,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.09595800524934384,0.03610288746203238,0.8151750972762646,0.1101813110181311,0.06784660766961652,0.43147899204332846,0.035562001363821615,0.35749250481859296,0.0,0.9999999999999999,0.0,0.035697408779883276
70,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.10929133858267717,0.040985812603329626,0.8268482490272373,0.1115760111576011,0.06932153392330384,0.41038819216967115,0.033947000023406455,0.34989305593172887,0.0,0.9999999999999999,0.0,0.028151412583750226
71,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.013333333333333334,0.040985812603329626,0.8210116731517509,0.11297071129707112,0.07079646017699115,0.3832722260988096,0.030897765632967537,0.33375789714128196,0.0,0.9999999999999999,0.0,0.027204004851367883
72,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.040985812603329626,0.8638132295719845,0.11436541143654114,0.07227138643067846,0.3637216967571977,0.027633550814177354,0.3172889172509923,0.0,0.9999999999999999,0.0,0.025688340538155604
73,"tensor([0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.04002460686685379,0.8638132295719845,0.11576011157601115,0.07374631268436578,0.3622567738646497,0.026181742824668886,0.30043010283004484,0.0,0.9999999999999999,0.0,0.025209198735111366
74,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.05333333333333334,0.059556307432042765,0.8346303501945526,0.11715481171548116,0.0752212389380531,0.35450480644336135,0.023417062201428203,0.28462894539520517,0.0,0.9999999999999999,0.0,0.021631089309397854
75,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.05333333333333334,0.059556307432042765,0.877431906614786,0.11854951185495118,0.07669616519174041,0.345074212614858,0.020645764560641044,0.26818222080383763,0.0,0.9999999999999999,0.0,0.019497692616003977
76,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.02441462570648622,0.9221789883268483,0.1199442119944212,0.07817109144542772,0.345074212614858,0.018191339732833,0.25560487064490023,0.0,0.9999999999999999,0.0,0.015680141020883807
77,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.019531700565188975,0.9105058365758756,0.12133891213389121,0.07964601769911504,0.3355492123214676,0.016901866598940777,0.24931611172554108,0.0,0.9999999999999999,0.0,0.01282225975394383
78,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.005354330708661418,0.02149256026759968,0.8540856031128405,0.12273361227336121,0.08112094395280237,0.32992233828859263,0.016379875047100804,0.24674463329333193,0.0,0.9999999999999999,0.0,0.012348798460744333
79,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.005354330708661418,0.02149256026759968,0.7918287937743191,0.12412831241283123,0.08259587020648967,0.32657753076660917,0.014954433869359369,0.23459351256150024,0.0,0.9999999999999999,0.0,0.013140470510575392
80,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.02149256026759968,0.8365758754863813,0.12552301255230125,0.08407079646017698,0.3279103193037361,0.014172230193710705,0.2215341207603792,0.0,0.9999999999999999,0.0,0.013277444457343565
81,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,0.8657587548638133,0.12691771269177127,0.0855457227138643,0.32623791554274434,0.013594137075274092,0.21317359849990317,0.0,0.9999999999999999,0.0,0.014550591362071786
82,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0019608597024107044,0.7684824902723736,0.12831241283124128,0.08702064896755163,0.32957416636293335,0.014015631847650721,0.20593653077156637,0.0,0.9999999999999999,0.0,0.013029957448308626
83,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.11464566929133858,0.0439463262716752,0.6906614785992218,0.1297071129707113,0.08849557522123894,0.4905353258060296,0.014563008444848636,0.2028470224241944,0.0,0.9999999999999999,0.0,0.014828710268074446
84,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.43999999999999995,0.16309738936521975,0.7626459143968871,0.1311018131101813,0.08997050147492625,0.6031316388575023,0.015159689086958708,0.1987271343990753,0.0,0.9999999999999999,0.0,0.019960267262580024
85,"tensor([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.3307086614173228,0.16309738936521975,0.7665369649805447,0.1324965132496513,0.09144542772861357,0.6150103449465808,0.013539809732277742,0.1812004514107382,0.0,0.9999999999999999,0.0,0.022429843205962474
