,Month,Vegetation,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,N2O
0,"tensor([1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.3638132295719845,0.38354253835425384,0.3554572271386431,0.7233326474078711,0.04254151084224989,0.09461642684196137,0.0,0.9999999999999999,0.0,0.0188380975750431
1,"tensor([1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.3560311284046693,0.38493723849372385,0.35693215339233036,0.6941565416060692,0.042373100481501155,0.09469509381117824,0.0,0.9999999999999999,0.0,0.015996198979267493
2,"tensor([1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.03464566929133858,0.03321927025260488,0.4085603112840467,0.39609483960948394,0.3687315634218289,0.7926976755426692,0.041596413188411195,0.09579486357426306,0.0,0.9999999999999999,0.0,0.01824833110204218
3,"tensor([1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.03125841055019417,0.32879377431906615,0.39748953974895396,0.3702064896755162,0.7462722186798473,0.04167620041994466,0.09600467290013459,0.0,0.9999999999999999,0.0,0.017915726695371923
4,"tensor([0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.010708661417322836,0.03225806451612904,0.745136186770428,0.4337517433751743,0.4085545722713864,0.7793332248027532,0.038836368439739005,0.09992367216372691,0.0,0.9999999999999999,0.0,0.017257775649222568
5,"tensor([0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.010708661417322836,0.03225806451612904,0.77431906614786,0.4351464435146443,0.41002949852507375,0.7686452430209311,0.03838979239726106,0.10071377509941001,0.0,0.9999999999999999,0.0,0.015923314196779143
6,"tensor([0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.13768310969279868,0.4455252918287938,0.4532775453277545,0.42920353982300885,0.777547355751485,0.03587395653967537,0.1046402528812312,0.0,0.9999999999999999,0.0,0.01501946917945828
7,"tensor([0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.06666666666666667,0.027336691145372762,0.4669260700389105,0.4546722454672245,0.43067846607669613,0.7738800475357003,0.03595186828918967,0.10488401317074376,0.0,0.9999999999999999,0.0,0.012348798460744333
8,"tensor([0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.5253543307086614,0.19531700565188975,0.5350194552529183,0.47838214783821476,0.4557522123893805,0.790478175689369,0.03454302468706382,0.10748555239567667,0.0,0.9999999999999999,0.0,0.0144764396685192
9,"tensor([0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.02404199475065617,0.20316044446153259,0.6108949416342413,0.4825662482566248,0.46017699115044247,0.7815628370194038,0.03504948407795637,0.10732473490979437,0.0,0.9999999999999999,0.0,0.01558188209794957
10,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0373753280839895,0.11038486677688494,0.6770428015564203,0.5034867503486751,0.4823008849557522,0.8525769306124322,0.03305470643374103,0.11131895532310575,0.0,0.9999999999999999,0.0,0.019677581214165674
11,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.013333333333333334,0.0918143719481718,0.6964980544747081,0.504881450488145,0.4837758112094395,0.8406649574726177,0.03263687457460371,0.11169843143529745,0.0,0.9999999999999999,0.0,0.017513639513235868
12,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.08400938136798802,0.6653696498054475,0.5062761506276151,0.48525073746312686,0.8462183729640612,0.032606074405105934,0.1121960253771611,0.0,0.9999999999999999,0.0,0.01609183493580609
13,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.021312335958005246,0.023453419970010384,0.6673151750972763,0.5076708507670851,0.48672566371681414,0.7935750495100837,0.03789396073781042,0.11784009745884227,0.0,0.9999999999999999,0.0,0.016462368624459177
14,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.021312335958005246,0.023453419970010384,0.6478599221789884,0.0,0.4882005899705015,0.7398001957411998,0.04212068965848578,0.12221659842868117,0.0,0.9999999999999999,0.0,0.012348798460744333
15,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.013333333333333334,0.012687915721481027,0.6945525291828794,0.005578800557880056,0.4941002949852507,0.7966594780383518,0.059630696081466095,0.14090407823636755,0.0,0.9999999999999999,0.0,0.0164335517434063
16,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.004882925141297244,0.7431906614785992,0.012552301255230125,0.5014749262536873,0.7158332220958347,0.07576496600275268,0.16421819951906927,0.0,0.9999999999999999,0.0,0.015862900335894548
17,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.015609981160367565,0.8482490272373541,0.02789400278940028,0.5176991150442478,0.673043177317767,0.058828095438224065,0.1845852648122764,0.0,0.9999999999999999,0.0,0.012348798460744333
18,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.015609981160367565,0.7003891050583657,0.029288702928870293,0.5191740412979351,0.6652430350796094,0.056940823417074196,0.18258886514869235,0.0,0.9999999999999999,0.0,0.010722564361334251
19,"tensor([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.015609981160367565,0.5972762645914397,0.030683403068340307,0.5206489675516224,0.665138127617602,0.057119504903528795,0.18009455714365544,0.0,0.9999999999999999,0.0,0.010429915487671419
20,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.12499519397131763,0.7431906614785992,0.03626220362622037,0.5265486725663717,0.7536231689945158,0.05243803322876624,0.17306768021269175,0.0,0.9999999999999999,0.0,0.017899280212563956
21,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.12499519397131763,0.6984435797665369,0.03765690376569038,0.528023598820059,0.7355500078378984,0.05073023955380211,0.17047013595853916,0.0,0.9999999999999999,0.0,0.013457047121063399
22,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.12499519397131763,0.7315175097276265,0.039051603905160395,0.5294985250737463,0.7253104373326007,0.04827433107003056,0.16788660554207666,0.0,0.9999999999999999,0.0,0.013052224617115724
23,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.12499519397131763,0.7723735408560312,0.040446304044630406,0.5309734513274336,0.7204105799305542,0.045684409270148066,0.1649885162406042,0.0,0.9999999999999999,0.0,0.013659212273742817
24,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.06932215771463726,0.7782101167315175,0.041841004184100423,0.532448377581121,0.7035738554243759,0.04292517899136682,0.16135845858349235,0.0,0.9999999999999999,0.0,0.011954627394447668
25,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.8618677042801557,0.043235704323570434,0.5339233038348082,0.6919929396801571,0.03965362513847818,0.15726228047939483,0.0,0.9999999999999999,0.0,0.013686724684235816
26,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.8657587548638133,0.044630404463040445,0.5353982300884955,0.6754033693547574,0.03462349431228969,0.1482030281878515,0.0,0.9999999999999999,0.0,0.013172714248468767
27,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.8638132295719845,0.04602510460251046,0.0,0.699650056805528,0.05731263112356291,0.16540683537404516,0.0,0.9999999999999999,0.0,0.012434513414734347
28,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.784046692607004,0.04741980474198047,0.0014749262536873156,0.6940670803650998,0.06957256462947857,0.1706868411154009,0.0,0.9999999999999999,0.0,0.011394429616905276
29,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.7062256809338521,0.04881450488145049,0.0029498525073746312,0.6830457060056362,0.08067643957217961,0.176307848843217,0.0,0.9999999999999999,0.0,0.012348798460744333
30,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.7762645914396887,0.0502092050209205,0.004424778761061947,0.6765845749508287,0.09265194258201569,0.1865200715003354,0.0,0.9999999999999999,0.0,0.00958161720246069
31,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.8424124513618678,0.05160390516039052,0.0058997050147492625,0.6637547750107746,0.1038114568246185,0.1998636847221041,0.0,0.9999999999999999,0.0,0.010156289182953176
32,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.0,0.877431906614786,0.05299860529986053,0.007374631268436578,0.6502667477437067,0.1138736864123536,0.21574757116885343,0.0,0.9999999999999999,0.0,0.016638815239731826
33,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.007979002624671916,0.0029220654388865397,0.8385214007782101,0.05439330543933055,0.008849557522123894,0.6344317555055342,0.12251444591338316,0.22054628144305052,0.0,0.9999999999999999,0.0,0.013630861547430572
34,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.02141732283464567,0.010765504248529355,0.9649805447470817,0.057182705718270575,0.011799410029498525,0.6188019089537596,0.13300309671570015,0.24467335622357972,0.0,0.9999999999999999,0.0,0.013884352143919214
35,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.010708661417322836,0.010765504248529355,0.943579766536965,0.058577405857740586,0.01327433628318584,0.59482715812709,0.14101343450843454,0.2689151281662502,0.0,0.9999999999999999,0.0,0.013354036515593767
36,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.01595800524934383,0.01660963512630244,0.8073929961089494,0.061366806136680614,0.016224188790560472,0.557364381159827,0.16088926024016742,0.29703197146190735,0.0,0.9999999999999999,0.0,0.018882353172372628
37,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.01595800524934383,0.01660963512630244,0.8093385214007782,0.06276150627615062,0.017699115044247787,0.5422125068335616,0.16539614919316983,0.3110630634014439,0.0,0.9999999999999999,0.0,0.016590942773215756
38,"tensor([0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.])","tensor([1., 0., 0.])",0.7981220657276995,0.0,0.013687569687415897,0.8618677042801557,0.06415620641562064,0.019174041297935103,0.5222571258654629,0.1664777123778722,0.3269546631181154,0.0,0.9999999999999999,0.0,0.015667900109141673
